22603,2021-04-15 07:50:45,ettore31791256, ti manca un particolare il virus e stato fatto scappare da un laboratorio cinese che aveva gia pronto il vaccino c e la versione russa pero si scopre che i due vaccini piu efficaci sono americani grandi strateghi i cinesi o i russi ,27
28848,2021-04-04 10:54:50,grandepinguino, tutto parte da una teoria complottista la teoria riguardava il pinguino come simbolo del vaccino la mascherina che aveva fauci durante la vaccinazione la maglietta della prima vaccinata uk il camion che porto il primo carico di vaccini in italia ,27
21264,2021-04-19 16:33:24,stavrogina_,madre vuole che sospenda la pillola per non avere un rischio troppo alto di trombosi quando faro il vaccino e io le ho risposto molto serenamente che se non sono crepata per una trombosi in 7 anni di pillola di certo non mi spaventa astrazeneca semmai schiatto per la siringa,27
26930,2021-04-07 18:34:23,riktroiani,il collegamento tra il vaccino astrazeneca e gli episodi di trombosi rare e plausibile ma non confermato lo affermano gli esperti dell oms i famosi espertoni ,27
26121,2021-04-08 17:00:15,doluccia16,l ema dice che le trombosi con az sono rare e bla bla bla intanto cambiano il bugiardino un giorno si e un giorno no intanto cambiano l eta dei destinatari del vaccino gia queste continue mosse di aggiustamento dicono tutto speriamo bene per gli over 60 ,27
21743,2021-04-17 13:51:14,sonoallergico,quando si parla dei morti dopo il vaccino i covidioti dicono che saranno mai x morti rispetto a millemila vaccini se si parla di tornare a vivere si preoccupano in anticipo degli eventuali morti che ci potrebbero essere morti di serie a e b rischiocalcolato rischioragionato,27
26007,2021-04-08 20:47:14,letargo6,professoressa 50enne di formia colpita da ictus dopo il vaccino e gravissima  mentre grazie a dio berlusconi nulla di grave e tutti e gli altri governanti sia italiani che europei in piena salute che i vaccini ve li fanno fare a voi ,27
23437,2021-04-13 20:51:31,davidparenzo,domani per chi vuole sono ad condotto da vaccino stop a j amp j in usa cambiera piano vaccini in italia ,27
23289,2021-04-14 01:18:55,gzibordi,anche durante i test prima che l approvassero un giovane di 25 anni vaccinato sano era rimasto secco solo che j amp j aveva insistito che non c entrava adesso il vaccino johnson amp johnson e stato sospeso perche l fda ha rilevato decine di trombosi anche di gente di 40 anni ,27
21544,2021-04-18 13:44:21,pelopippo,in israele decade l obbligo dellla mascherina all aperto voglio andarmene subito a telaviv  speriamo velocizzino i vaccini anche da noi  covid vaccino vaccini liberta,26
25847,2021-04-09 08:03:32,giunbia,fino all altro ieri pensavate che la trombosi fosse un film di rocco siffredi ed oggi disquisite di effetti collaterali come illustri farmacologi vaccino 9aprile,26
19512,2021-04-28 16:02:31,mariari08686646, mia assistita schizofrenica le mie sorelle vogliono che mi vaccini io non lo faccio perche ho un bravo medico che mi cura e quando sto male prego preferisco pregare al vaccino la saggezza della follia ,26
20606,2021-04-22 01:04:30,gzibordi,il comitato popolare israeliano sui vaccini riporta 280 segnalazione di morte subito dopo il vaccino i dati di mortalita indicano un aumento del 22 in gennaio e febbraio con la vaccinazione in israele ,26
27247,2021-04-07 15:17:19,marco_dreams,dunque sul vaccino gli studi sono concordi nel dire che non provoca trombosi se invece soffri di trombite compulsiva e sicuro che ci vai in ospedale  rubyter,26
20482,2021-04-22 15:29:39,fabio_debunker,nuovi effetti collaterali del vaccino astrazeneca dalle trombosi alle trombate  ,26
29280,2021-04-02 22:42:11,capulliarianna,non capisco come non vi rendiate conto di quanto sia grave vedere idolatrati alcuni vaccini contro altri costantemente bistrattati dagli esperti stessi in questo paese senza dare la possibilita di scegliere quale vaccino farsi inoculare come si fa negli usa ,26
25062,2021-04-10 18:30:17,yellowbutterbee, 2 sai almeno cosa significa ictus 3 il vaccino non e ancora obbligatorio e comunque uno solo dei vari vaccini prodotti ovvero astrazeneca puo dare questi effetti collaterali e ancora non si ha la certezza matematica che sia dipeso da esso mentre per la pillola econclamato,26
20283,2021-04-23 15:01:56,mittdolcino,e se il vaccino causasse anche la morte gli studi scientifici unitamente alla carenza di sperimentazione sulla sindrome ade legata ai vaccini non fanno dormire sonni tranquilli a vaccinati e vaccinandi il vaccino covid e una bomba ad orologeria ,26
28371,2021-04-05 16:22:50,alevarone,tempo fa una persona perche dissi che i vaccini contro il coronavirus non si sapeva se sarebbe stato definitivo e che si pensava durasse forse 12 mesi mi ha presa a male parole dopo aver letto vari articoli scientifici ancora non si sa se dovremo fare un ulteriore vaccino o ,26
19380,2021-04-29 14:27:15,busettodavide,dato che per qualcuno il vaccino cinese e non pervenuto pubblico questa mappa fonte dove si possono vedere i paesi raggiunti dai vaccini cinesi a questo link l articolo completo covid_19 coronavirus ,25
26452,2021-04-08 10:02:37,maximus63, pur essendo d accordo sul fatto che molta stampa nostrana ha alimentato la diffidenza verso az e vaccini in genere mi chiedo che cosa direbbe certa stampa uk soprattutto i tabloid se il vaccino az fosse ad esempio un vaccino tedesco anziche il vaccino di oxford ,25
24085,2021-04-13 11:22:48,_cieloitalia,trombosi fulminante per militare di 58 anni sardo la procura dispone autopsia somministrazione del vaccino astrazeneca ma non doveva essere fatto alle persone sotto ai 55 anni il astrazeneca ,25
24086,2021-04-13 11:17:53,rainiero43,un altro trombosi fulminante per militare di 58 anni sardo la procura dispone autopsia per possibile legame tra il decesso di pierpaolo impagliazzo e la somministrazione del vaccino  ,25
23772,2021-04-13 16:12:17,julianross79,stiamo veramente cadendo nel ridicolo alla vigilia dell arrivo del vaccino johnson amp johnson che dovrebbe dare ossigeno alle campagne di vaccinazione europee casualmente esce la notizia di ben ride ndr 6 casi di trombosi su 7 mln e dopo 4 ore j amp j sospende le consegne in europa,25
21348,2021-04-19 10:59:03,saramuggittu,babbo e mamma sono partiti presto per fare il vaccino so gia che ci sara una fila assurda ma e comunque una bella cosa vaccini nuoro sardegna,25
20500,2021-04-22 13:43:26,vanabeau,se come dicono questo vaccino avra un richiamo annuale la maggioranza dei vaccini somministrati in italia alle persone che per eta non rischiavano particolarmente e stata letteralmente sprecata ,25
24658,2021-04-11 17:28:30,formichenews, sorpresa ma non troppo il vaccino cinese e inefficace e ora la cina ammette i nostri vaccini hanno scarsa efficacia contro il covid 19 giammanco fi tuona l oms sta a guardare ,25
29231,2021-04-03 08:24:57,nerella_petrini, non credete che tutto questo bla bla sui vaccini sia un depistaggio e che creare le due fazioni vaccino a tutti i costi vaccino mai sia ancora un modo per rafforzare la dualita forse dovremmo opporre una serafica indifferenza ,25
22468,2021-04-15 12:47:08,fattoquotidiano,vaccino astrazeneca il rapporto dell aifa sulle trombosi  11 casi in totale e 4 decessi al 22 marzo  speranza  e efficace e sicuro  ,25
25992,2021-04-08 21:04:41,tosaz,ma come fanno a dire che i vaccini sono sicuri se a bill gates facendo il vaccino e cambiato persino un orecchio perche e bill gates vero ma si dai se il mainstream dice che e bill gates sara sicuramente bill gates the covid show ,25
21179,2021-04-19 22:27:18,mrefis79,negare il vaccino ai paesi poveri significa consentire al covid19 di usare quei paesi poveri come palestra per potenziarsi e rendere cosi meno efficaci quegli stessi vaccini che ci teniamo stretti l egoismo oltre che immorale e controproducente report reportrai3,25
23204,2021-04-14 08:23:47,24mattino, la sospensione del vaccino johnsonandjohnson mi ha colpito 1 morto per 7 milioni di somministrazioni e altri 6 casi di trombosi e una botta di immagine incredibile per un farmaco ricorda quanto successo con astrazeneca sui vaccini si usano 2 pesi e 2 misure ,25
20945,2021-04-20 19:04:54,arwen0506, io no ma faccio il vaccino antinfluenzale da 23 anni non sono no vax ma ribadisco il mio no ai vaccini sperimentali non sono una cavia ,25
26509,2021-04-08 09:10:10,ilprimaton,dopo le comunicazioni dell ema sui rischi associati di trombosi il governo decide di limitare il vaccino astrazeneca agli over 60 ,25
19900,2021-04-26 12:00:57,2_crim, per un anno risultavano morte di covid anche le persone morte per un unghia incarnita quelli morti post vaccino invece nessunacorrelazione le varianti che saranno anche rafforzate derivando da reazioni del virus ai vaccini verranno incolpate per le trombosi ai vaccinati ,25
24832,2021-04-11 11:21:49,fenice_risorta,ma noi x volonta di conte a non cacciare 70milioni x diventare comproprietari del vaccino astrazeneca siamo costretti a pietosire vaccini a destra e manca ,25
26500,2021-04-08 09:16:09,izzoedo, simone se parliamo di trombosi la pillola anticoncezionale e 10 volte piu rischiosa del vaccino astrazeneca aifa e css hanno fatto un disastro l ennesimo e onestamente non hanno i coglioni certe posizioni senza avere le palle non si possono occupare ,25
23601,2021-04-13 18:28:19,lanotiziatweet,la ragazza di 26 anni con trombosi cerebrale al policlinico di milano dopo il vaccino astrazeneca ,24
29892,2021-04-01 10:47:07,ladydd69,tutto normale morti da 24ore a 15 gg dopo la somministrazione del vaccino voglio proprio vedere i casi di morti di trombosi ed emorragie varie nello stesso periodo di anni passati per insegnanti medici e militari,24
28282,2021-04-05 19:56:17,giulianadaniel2,continua la saga delle promesse sui vaccini nella lombardia di fontana e moratti prima si annuncia che gli over 80 non ancora vaccinati potranno recarsi nei centri vaccinali e ricevere il vaccino oggii arriva il dietrofront parliamo di 60mila anziani occhiaperti vaccini ,24
26960,2021-04-07 18:10:12,dsant65,peggio di ponzio pilato ema si lava le mani sul vaccino astrazenica  probabili cause di trombosi ma continuate pure a inoculare  ,24
21371,2021-04-19 09:45:01,imolaoggi,messina 61enne ricoverata per trombosi dopo il vaccino  ,24
28224,2021-04-05 22:36:02,debora98398253, e che non mi vengano a dire ma tutti i vaccini hanno sempre provocato reazioni avverse con questo vaccino la cosa e ben piu grave ,24
22393,2021-04-15 15:15:55,agenzia_italia,il rischio di trombosi e piu alto con il covid che con il vaccino dice l universita di oxford ,24
24439,2021-04-12 09:03:23,agorarai, siamo andati in russia per cercare di dipanare questo mistero che avvolge lo sputnik questo e un vaccino che funziona ma l autorizzazione ancora non c e stata bisogna poi vedere se saranno in grado di produrli questi vaccini sigfrido ranucci agorarai ,24
19984,2021-04-25 18:24:38,spicciar,premesso che non vedo l ora di tornare allo stadio in uk hanno somministrato 33 milioni di prime dosi di vaccino e nell ultima settimana hanno avuto 26 morti al giorno in italia solo 12 milioni e 335 morti di media ecco perche in uk c e la gente negli stadi covid19 vaccini,24
24657,2021-04-11 17:30:42,larobbina,ma il fatto che sia un vaccino e come tale vada fatto tutti gli anni come quelli antinfluenzali e che potremmo essere entrati in un loop di vaccinazioni e mancanza di vaccini da cui potremmo non uscire fino alla scoperta della cura non e un pensiero troppo ottimista ,24
28037,2021-04-06 12:01:10,rosarioimberga3,la strada dei vaccini morto a tusa u avvocato a 32 anni dopo il vaccino e una donna a genova morti mariti e moglie a palermo per vaccino contro la polmonite insomma siamo dinanzi ad un genocidio o a una cretinaggine di gruppo istituzionale ,24
22641,2021-04-15 00:08:36,sergiogali5,pensiero serale c e lo 0 000 di probabilita di morire di trombosi per un vaccino io domani esco di casa quante probabilita ho di contrarre il virus o di essere investito di morire sul lavoro in un incidente d auto cosa fare rischiare io rischio perche desidero vivere ,24
24012,2021-04-13 13:40:47,leonardopanetta,le autorita americane hanno chiesto la sospensione del vaccino johnson amp johnson per rischi simili a quelli di astrazeneca ho la sensazione che la stagione di due diverse famiglie di vaccini per la stessa malattia non durera a lungo lunga vita all mrna ave pfizer moderna ,24
19568,2021-04-28 08:53:35,piersar62,inoltre il vaccino non e avallato neanche da evidenze scientifiche perche chi e vaccinato diffonde il sarscov2 e i vaccini alimentano anche pericolose varianti  ,24
24946,2021-04-10 23:22:31,sabrimaggioni,astrazeneca lo studio sulle trombosi dei ricercatori tedeschi dai campioni esaminati emerge l ipotesi che il dna libero nel vaccino scateni anticorpi insoliti che attivano le piastrine del sangue provocando la formazione di coaguli ,24
22599,2021-04-15 07:58:16,36antignani,la notizia e che la campania regione a piu alta densita d italia e l ultima per numero di immunizzati solo il 5 2 ha ricevuto anche la seconda dose di vaccino al di la delle varie propagande politiche dei lanciafiamme e dei teatrini questo e il triste risultato vaccini,24
28856,2021-04-04 10:30:00,agenzia_nova,la diplomazia dei vaccini lo speciale gratuito di agenzia nova diviso in 4 aree europa asia africa americalatina nel 2021 il vaccino contro il covid rappresenta quello che il petrolio ha rappresentato nel ventesimo secolo ,24
22598,2021-04-15 08:07:16,pschioppa,giustamente ue distribuisce le dosi di vaccino in base alla popolazione ma quando arrivano in italia tutti i commissari che si son succeduti le distribuiscono con il pallottoliere di fontana risultato dove c e pil ci sono piu vaccini ora basta equitaterritoriale svegliasud,24
28122,2021-04-06 09:50:03,rej_panta,astrazeneca l ema nesso tra vaccino e casi di trombosi rare a rischio donne under 50 ,24
23623,2021-04-13 18:10:04,lucabellinzona,oggi 476 decessi per covid 0 per trombosi da presunto vaccino per quanto vogliamo proseguire sulla strada dell eccesso di cautela quando capiremo che la situazione e talmente critica che non si puo perdere ulteriore tempo bisogna vaccinare tutti e subito johnsonandjohnson ,23
22668,2021-04-14 22:30:45,piergiuseppe36, con il vaccino sputnik v nessun caso di trombosi da mosca lo schiaffo a astrazeneca j amp j e alla ue ,23
25065,2021-04-10 18:25:24,maedhros67,secondo la farmacista il vaccino non e un farmaco e ora si trova nella fase di vaccino vigilanza cosa che con i farmaci avviene quotidianamente ah non e sperimentale avete dimenticato tutti i vaccini messi a punto in nove mesi e tutti quelli a mrna sbadati fatele ciao ,23
22152,2021-04-16 07:53:36,giulianol,remuzzi malgrado l estrema cautela probabilmente anche caratteriale mi sembra il meno peggio quelle trombosi in quelle sedi del corpo non sono frequenti soprattutto non nelle giovani donne e molto probabile che siano legate al vaccino ,23
21405,2021-04-19 06:30:00,dataroomcorsera, al 4 aprile su 35 milioni di dosi del vaccino astrazeneca somministrate erano stati segnalati 222 trombosi di questi 86 con una correlazione al vaccino ma quanto questi eventi sono superiori al numero tra la popolazione non vaccinata ,23
23177,2021-04-14 08:58:42,tripps42,siamo partiti con pfizer solo agli anziani per l efficacia piu alta finiamo con tutti i vaccini solo agli over 60 per un caso di trombosi ogni 2 milioni di vaccinazioni praticamente noi giovani verremo solo incolpati di fare gli untori finche non potremo fare un qualche vaccino,23
20866,2021-04-20 23:20:40,la7tv,dimartedi la biologa barbara gallavotti su cosi pochi casi di trombosi dopo il vaccino e anche difficile stimare quale sia il rischio effettivo di morte diciamo che sia uno su un milione ,23
27948,2021-04-06 14:00:07,danieledann1, nuovi dubbi ema su astrazeneca un nesso con le trombosi c e marco cavaleri ormai possiamo dirlo c e un associazione fra rari eventi avversi e vaccino ma non sappiamo cosa li causi breaking news covid19 pandemia ,23
24548,2021-04-11 21:53:31,aretimpolitics,la fake della cina che ha prodotto vaccini con bassa copertura spiegata in poche righe il dr gao ha detto che si sono concentrati su vaccino a virus inattivato perche e una biotecnologia gia collaudata ma che per aumentare la copertura dovranno anche produrne uno a mrna,23
23913,2021-04-13 14:45:32,giancarloderisi,sei casi di trombosi dopo il vaccino j amp j gli usa lo sospendono a riportare la notizia il quotidiano new york times gli eventi a 2 settimane dall inoculazione e riguardano tutti donne tra i 18 e i 48 anni tra loro anche un decesso un altra paziente e in condizioni critiche vd ,22
21614,2021-04-18 08:40:23,anna302478978,pfizer ammette che il vaccino non e progettato x porre fine alla pandemia ma x trasformarla in endemica in modo che la domanda dei loro vaccini continui nel tempo x business pandemia endemica coloro che sono stati vaccinati dovranno continuare a ricevere un richiamo ogni anno,22
23449,2021-04-13 20:41:12,rosellalara19,sentito la risposta di pregnasco non e necessaria una profilassi o esami prima dei vaccini x valutare rischi trombosi diciamolo a tutte le famiglie delle docenti dei poliziotti e del personale medico morto casualmente dopo il vaccino staseraitalia,22
28210,2021-04-05 23:49:13,filomen30847137,il bilancio televisivo di questa full immersion tra le tv nostrane giornalisti che gongolano del numero di multe comminate a innocenti cittadini terrorismo mediatico sugli ospedali in affanno e lavaggio del cervello su un vaccino che non ha nessunacorrelazione con le trombosi,22
20512,2021-04-22 12:58:16,ottobreinfo,stesso dicasi per il vaccino russo sputnik che in ogni studio mostra un efficacia di gt 90 i vaccini russi e cinesi sono utilizzati da mezzo mondo con successo il doppio standard dell occidentale medio e palese e forse completamente inconscio il che e peggio della malafede ,22
29601,2021-04-01 23:53:24,d4rkh1gh,il vaccino non e pericoloso ed e la nostra unica speranza potra forse provocare trombosi cecita paralisi forse non blocca nemmeno la trasmissione magari e pericoloso ma non e una pornostar ,22
29501,2021-04-02 11:00:02,opificioprugna,se ancora avete dei dubbi sul fatto che cuba sia un bel posto in cui vivere sappiate che hanno gia trovato ben 4 vaccini per il covid a cui hanno dato anche nomi normali   giancarlo cristallo   2aprile covid covid_19 vaccino cuba,22
28605,2021-04-05 00:20:01,aspide_l,persone che fino a ieri si rappresentavano come atletiche e sportive oggi pur di evitare il vaccino meno ambito lamentano patologie invalidanti se hanno predisposizione alla trombosi per il loro bene d ora in avanti sia loro impedito di prendere l aereo  ,22
26971,2021-04-07 18:02:18,antoguerrera,contestualizzando 79 casi di trombosi su 20 milioni di somministrazioni in regno unito di vaccino oxford astrazeneca 0 000004 e purtroppo 19 decessi sinora giusto avvertire studiare e capire perche intanto solo ieri in italia 627 morti per covid ,22
19589,2021-04-28 00:50:02,valeriominnella, gt dei quattro vaccini allo studio a cuba per chiodo dimostrare la stupidita del tweet di burioni e facile chiunque abbia pensato di vaccinare il figlio contro la terrorizzante meningite sa che l unico vaccino e stato sviluppato a cuba tutti sanno gt ,22
21463,2021-04-18 19:25:35,pellegriniluisa, al di la della persona il pass e un assurdita perche il vaccino non impedisce di infettarsi e trasmettere l infezione alcuni vaccini poi coprono poco e non proteggono dalle varianti mah ,22
29923,2021-04-01 09:29:02,fearlvess,ho accompagnato mamma che ha portato nonna a fare il vaccino ora le sto aspettando fuori sono troppo felice che finalmente nonna si vaccini ,22
25473,2021-04-09 19:30:21,mick_ele,quindi oggi gli sciacalli se la prendono con gli psicologi tipo rei di avere ricevuto il vaccino privilegio obbligatorio qualcuno lo ha definito senza ridersi addosso strano che non abbiano detto nulla per quei vaccini che sono andati alle forze dell ordine ,22
27666,2021-04-06 21:12:10,539th,anche esperti inglese parlano di un chiaro rapporto causale tra le rare forme di trombosi ed il vaccino astrazeneca nelle persone giovani soprattutto donne  ,22
20841,2021-04-21 06:51:03,doluccia16,leggo che un vaccino tradizionale il novavax ha gia completato le tre fasi di sperimentazione ma ancora non viene introdotto pare non sia tanto efficace con la variante sudafricana ma gli altri lo sono invece vanno avanti i vaccini a mrna pfizer e moderna perche ,22
29688,2021-04-01 18:47:31,liliaragnar,un numero non rivelato di vaccini johnsonandjohnson un lotto ha fallito il controllo di qualita ha detto il produttore di farmaci mercoledi la fda ha fermato le spedizioni del vaccino da ricordare sono tutti mrna ,22
24367,2021-04-12 12:29:57,laprimamanina,vaccini deluca contro il governo draghi in campania non procederemo per fasce d eta intanto lui il vaccino se lo e gia fatto da tempo ,22
28187,2021-04-06 06:20:19,mazziottafabio, don mirco le auguro di riprendersi ricordo a tutti che questi vaccini sono in piena fase sperimentale e mai testati sull uomo chi si somministra questo vaccino non sa quali effetti collaterali possa sviluppare nel tempo i medici lo sanno ma non avvisano i pazienti ,22
22755,2021-04-14 19:19:31,fata_turch,rapporti percentuali del rischio trombosi tra vaccino pillola fumo e covid19 diffondoconsapevolezza trustscience ondacivica grazie ,22
22255,2021-04-15 21:02:17,gjjncxxdxx, mai nella storia dell uomo si era riusciti a produrre in cosi poco tempo un vaccino ma soprattutto si e iniettato in pochissimo tempo decine di milioni di dosi di vaccini senza saperne l esito se non quello sperimentale ,21
22289,2021-04-15 19:11:30,valerio864dd,tutti che criticano il vaccino astrazeneca e nessuno che dice niente sul vaxzevria ma in che mondo viviamo  vaccini 15aprile buonaserata,21
23497,2021-04-13 20:04:12,eliks__,dobbiamo ancora soffrire su questa terra col cazzo che ve la cavate con una semplice trombosi da vaccino ,21
21944,2021-04-16 18:09:18,gzibordi,louis gave e uno pagato per capire cosa succede al mondo dalle istituzioni finanziarie mah cina e russia offrono a tutti i vaccini ma a casa loro non hanno molta voglia di vaccinarsi non e strano morti di covid non ne conosco morti di vaccino invece gia due ,21
26552,2021-04-08 08:18:46,lucillamasini,in arrivo un nuovo vaccino low cost prodotto con le uova fra gli effetti collaterali gli uomini cantano al mattino presto vaccini 8aprile astrazeneca pfizer,21
25187,2021-04-10 13:46:16,diletta44391797, di un vaccino non conoscono gli effetti collaterali avversi sul lungo termine vedi bugiardino figuriamoci il mix di vaccini pinocchio e piu credibile dell oms ,21
27346,2021-04-07 13:00:31,riktroiani, fissata per oggi pomeriggio alle 16 la conferenza stampa di ema in relazione agli eventi rari di trombosi cerebrale segnalati dopo il vaccino di astrazeneca ,21
29846,2021-04-01 12:23:10,imolaoggi,covid studio in canada austria e germania vaccino astrazeneca associato a sviluppo di trombosi portate un gallo a esculapio ,21
29475,2021-04-02 11:48:54,radio3scienza, la fase 3 e la fase in cui il vaccino viene sperimentato su decine di migliaia di persone in doppio cieco per esempio su 60 000 persone e ci permettono di definire efficacia e sicurezza sputnikv e altri vaccini non hanno ancora prodotto questa documentazione guidoforni ,21
29069,2021-04-03 15:45:17,ackant,in fiera per accompagnare un familiare a fare il vaccino ci sono i centri sociali che con un altoparlante alla gente in fila per il vaccino fanno un comizio dicendo che per colpa del capitalismo non ci sono i vaccini mentre la gente si vaccina ,21
22944,2021-04-14 14:29:34,claudio301065, la trombosi viene con il covid19 la percentuale e il 16 4 rispetto allo 0 0004 del vaccino,21
27073,2021-04-07 16:58:09,ultimenotizie,salgano a 76 i casi di trombosi rare e a 19 i morti registrati nel regno unito fra le circa 20 milioni di persone che hanno utilizzato finora il vaccino anti covid sviluppato dall univertsita di oxford e prodotto da astrazeneca l organo consultivo lo sconsiglia agli under 30 ,21
28206,2021-04-06 00:15:17,valy_s,covid19 uk l mhra autorita di regolamentazione sanitaria britannica starebbe pensando di limitare l uso del vaccino astrazeneca nei giovani preoccupazione per i casi di trombosi seppur rari ,21
27812,2021-04-06 16:52:35,ngiocoli,non e solo cattiva comunicazione cio che davvero stupisce e che anche ammesso che per quella coorte di popolazione la probabilita irrisoria di morire di trombosi da vaccino sia piu o meno comparabile a quella parimenti irrisoria di morire di covid ci si dimentichi gt gt ,21
21040,2021-04-20 16:38:26,valy_s,covid19 esattamente come per astrazeneca anche per il vaccino johnsonandjohnson ci sono possibili legami con le trombosi cerebrali molto rare avvenute negli usa sempre su persone under 60 specialmente donne ema pero non impone alcuna limitazione all uso ,21
26919,2021-04-07 18:48:37,alfo100897,vaccino astrazeneca c e una piccola contraddizione in termini che mi fa sobbalzare dalla sedia udite udite cosi si pronuncia l ema prima parte gli eventi rari di trombosi cerebrale sono effetti collaterali molto rari ma c e un probabile legame e per 1 4 ,21
21448,2021-04-18 21:07:51,parcodigiacomo, non ho nessuna intenzione di accettare un vaccino che utilizza linee cellulari da feti abortiti la mia coscienza mi impedisce di approvare questo modo aberrante di produrre pretendo cure domiciliari vaccini etici per persone fragili verita nell informazione ,21
26062,2021-04-08 19:08:22,francescococcot,insomma se non ti vaccini sei un pericoloso no vax se ti vaccini rispettando le regole tra un mese rischi che draghi ti additi come uno che ha tolto il vaccino a uno che ne aveva piu bisogno di te conferenzastampa,21
22526,2021-04-15 10:49:19,emmakump, non sono no vax ma un po sospettosa lo diventi quando ricevi 5 o 6 mail che ti propongono il vaccino mentre non ti danno nessun aggiornamento su dpi ne sulla terapia domiciliare i vaccini sono come quei prodotti nei supermercati in cui inciampi per forza a inizio fila ,21
25090,2021-04-10 17:38:15,silvestro52, questi vaccini usano una tecnologia del tutto nuova introducono materiale genetico nelle cellule e le inducono a costruire le proteine di una parte del virus perche costringere a vaccinarsi persone il cui rischio covid e bassissimo se poi il vaccino non impedisce il contagio ,21
25357,2021-04-10 01:18:03,repubblica,coronavirus nel mondo gli usa assolvono johnson amp johnson nessun legame tra vaccino e trombosi ,21
27596,2021-04-06 23:22:48,hania243474887,un consiglio andate dal vostro medico di base e chiedetegli di certificare di essere idonei al vaccino e di non correre pericoli tranquilli non vi firmera nulla perche sa benissimo che le case produttrici non garantiscono l innocuita dei vaccini covid ,21
22619,2021-04-15 07:10:14,sln_magazine,sputnik nessun caso di rare trombosi dopo vaccino ,21
25205,2021-04-10 13:07:05,claudio_2022,casi di trombosi anche per vaccino johnson amp johnson ema avvia revisione  ,20
25211,2021-04-10 12:52:08,vncnzvlln92,arrivano prima le notizie di trombosi che il vaccino meraviglioso  ,20
21213,2021-04-19 20:15:00,dataroomcorsera,dopo i casi di trombosi verificatesi con astrazeneca ema ha raccolto i dati europei sulle trombosi prima delle campagne vaccinali per anno fasce di eta e genere per stabilire se con il vaccino astrazeneca c e un aumento del rischio ecco i risultati ,20
25931,2021-04-08 22:38:46,valerio864dd,siamo passati dal non sapere quando ci vaccineremo al non avere idea di quale vaccino riceveremo non e un paese per trentenni 8aprile vaccini vaccinazioni astrazeneca buonaserata,20
25867,2021-04-09 05:30:20,tigre_bart,il governo dei migliori addossa le colpe ai furbetti del vaccino il problema vero che stanno facendo fiasco i vaccini non ci sono vergogna iostoconconte,20
21060,2021-04-20 16:21:54,giancarloderisi,comunicato dell ema da via libera al vaccino johnson amp johnson con la raccomandazione di aggiungere al bugiardino rarissime trombosi a basso rischio detta cosi sembra facile facile ,20
25390,2021-04-09 22:04:10,maryamsenada,svegliatevi tutti oramai non lo nascondono piu il loro piano maledetto abbiamo un vegente che sa gia che ci saranno delle varianti nel futuro e sempre dei vaccini allora non e vero che questo vaccino protegge che dio ci aiuti ,20
25293,2021-04-10 10:21:01,danpoggio,ho finalmente prenotato il vaccino per mamma e papa mamma e terrorizzata per quello che sente dire nelle trasmissioni sul rischio trombosi  e mai possibile che non si riesca a gestire con un minimo di competenza la comunicazione in questa pandemia  campagnavaccinale,20
28080,2021-04-06 10:53:27,romina70672119,astrazeneca trombosi prosegue la verifica farmaco sorveglianza ema gli approfondimenti conducono ad un nesso i tecnici dell autorita europea si riuniranno oggi per decidere e mettere per iscritto le raccomandazioni sul vaccino ,20
27795,2021-04-06 17:30:27,mediasettgcom24,vaccino oms al momento no collegamenti tra trombosi e astrazeneca astrazeneca ,20
19600,2021-04-27 23:33:02,maria1_e_basta,a 26 anni una trombosi cerebrale ma chissa forse sono cose che succedono il vaccino noooooo e passato troppo tempo 15 giorni ,20
19397,2021-04-29 13:03:40,axiafel,pfizer annuncia aumenti mi fanno schifo le persone e le aziende che lucrano sulla salute altrui dovrebbe essere una priorita della ue blindare i prezzi x l acquisto di vaccini farmaci presidi medici specie se il vaccino covid viene imposto come salvavita xche nn lo fanno ,20
19990,2021-04-25 17:04:54,imolaoggi,ogni mattina un cappuccino e un vaccino covid speranza con i nuovi vaccini supereremo le varianti ,20
22184,2021-04-16 02:22:55,liliaragnar,milano ragazza 26 anni trombosi 2 settimane fa il vaccino e da criminali non parlarne tutto nascosto media e medici asserviti ogni giorno ne muoiono e il dramma e che questo e solo l inizio di una catena di varianti e vaccini non aprono gli occhi parlano solo di complottismo,20
21713,2021-04-17 15:44:42,chiarac315, questa cosa non mi piace io non voglio fare il vaccino ma vorrei andare in vacanza a riccione come ho sempre fatto da quasi 40 anni tanto piu che e assodato che i vaccini sono poco sicuri e in sperimentazione come conferm anche dal gen figliuolo e sono anch poco efficaci,20
20753,2021-04-21 13:15:15,titi_il,burioni vuole vietare per la concessione del green pass tutto cio che non e vaccino burioni di mestiere brevetta vaccini estorsione dldittatura,20
28163,2021-04-06 08:23:50,agorarai, sentire che mancano le dosi di vaccino azzera tutti gli altri discorsi oggi stesso bisognerebbe fare una conferenza stampa e spiegare chiaramente a che punto siamo con i vaccini agorarai ,20
22436,2021-04-15 13:46:33,sicilianosum,figliuolo mai nella storia dell uomo si era riusciti a produrre in cosi poco tempo un vaccino ma soprattutto si e iniettato in pochissimo tempo decine di milioni di dosi di vaccini senza saperne l esito se non quello sperimentale non avrebbe potuto dirlo meglio vaccini,20
21803,2021-04-17 10:16:52,laperlaneranera,perche danimarca norvegia islanda estonia lituania lussemburgo e lettonia hanno sospeso il vaccino astrazeneca vaccini in sicilia per il week end astrazeneca senza la prenotazione siamo la discarica vaccinale ,20
